#Frame            fit       ligand
     457       2.1466       1.3058
     458       2.0654       1.1551
     459       2.1107       1.5109
     460       1.9485       1.6467
     461       2.0176       1.3615
     462       2.0379       1.0997
     463       2.0760       1.3093
     464       2.1324       1.7505
     465       1.9048       1.3041
     466       2.1608       1.1995
     467       2.2393       1.2009
     468       1.9998       1.3203
     469       2.0404       1.0664
     470       2.1270       1.0373
     471       2.1693       1.1922
     472       2.1252       1.2574
     473       2.1718       1.1389
     474       2.3001       1.7179
     475       2.0435       1.3648
     476       2.1505       1.4010
     477       2.3033       1.4112
     478       2.1056       1.2532
     479       2.0452       1.4119
     480       2.0354       1.6045
     481       2.3099       1.5317
     482       2.4747       1.5614
     483       2.1599       1.4722
     484       2.2467       1.6199
     485       2.3752       1.4851
     486       2.1681       1.2489
     487       2.1840       1.4263
     488       2.0705       1.3784
     489       2.3337       1.3893
     490       2.1434       1.2607
     491       2.2704       1.6668
     492       2.3407       1.3290
     493       2.4381       1.3048
     494       2.3191       1.4406
     495       2.0603       1.4208
     496       2.3767       1.4671
     497       2.1384       1.4893
     498       2.1648       1.5303
     499       2.2736       1.5055
     500       2.3731       1.4521
     501       1.6295       1.1457
     502       1.5723       0.8281
     503       1.5176       0.9591
     504       1.6203       1.2303
     505       1.5390       1.6675
     506       1.7919       1.2725
     507       1.7218       1.0534
     508       1.8930       1.2539
     509       1.5897       1.0614
     510       1.8019       1.2844
     511       1.7621       1.1274
     512       1.8077       1.5265
     513       1.9937       1.4975
     514       1.6914       1.3333
     515       1.6787       1.5666
     516       1.8012       1.4645
     517       1.7465       1.5174
     518       1.7771       1.3380
     519       1.6757       1.3357
     520       1.6959       1.4284
     521       1.6635       1.4281
     522       1.7508       1.3800
     523       1.6848       1.2654
     524       1.7164       1.4970
     525       1.6935       1.8074
     526       1.7683       1.6847
     527       1.8038       1.5367
     528       1.8996       1.4798
     529       1.6601       1.7098
     530       1.8245       1.1198
     531       1.7804       1.2891
     532       1.6530       0.9765
     533       1.7765       0.9942
     534       1.8278       1.4180
     535       1.8300       1.6273
     536       1.7643       1.2100
     537       1.7909       1.2596
     538       1.8373       1.4185
     539       1.7461       1.1902
     540       1.6649       1.1117
     541       1.8408       1.1225
     542       1.8579       1.1905
     543       1.9187       1.1479
     544       1.8024       1.1914
     545       1.7656       1.6983
     546       1.8720       1.3254
     547       1.9338       1.2959
     548       1.9863       1.4118
     549       1.7444       1.2406
     550       1.9591       1.3978
     551       1.9408       1.2724
     552       1.9394       1.2023
     553       1.9778       1.4757
     554       2.1714       1.3442
     555       1.8988       1.2292
     556       1.7995       1.2425
     557       2.0153       1.6951
     558       1.9137       1.4996
     559       1.8849       1.3143
     560       1.9187       1.4702
     561       2.0878       1.5352
     562       1.8729       1.2465
     563       2.0746       1.2231
     564       1.9098       1.1510
     565       1.8368       1.0618
     566       2.4209       1.3023
     567       2.1636       1.2401
     568       2.2956       1.3706
     569       2.0939       1.3911
     570       2.0526       1.1098
     571       2.0118       1.1541
     572       2.0539       1.1593
     573       2.0623       1.2247
     574       1.9457       1.1302
     575       1.9369       1.2914
     576       1.8962       1.1608
     577       1.8814       1.3734
     578       1.9346       1.3823
     579       1.8638       1.1958
     580       2.0932       1.4364
     581       1.8508       1.3089
     582       2.0665       1.4130
     583       1.9362       1.3128
     584       1.8520       1.3869
     585       1.8690       1.4136
     586       1.7623       1.2920
     587       1.8439       1.5838
     588       1.9275       1.3017
     589       1.9654       1.4426
     590       1.7769       1.5390
     591       1.9379       1.5100
     592       1.8229       1.5186
     593       1.9410       1.3758
     594       1.7876       1.5522
     595       1.8823       1.6306
     596       2.1572       1.5276
     597       1.8081       1.5866
     598       1.9013       1.5961
     599       1.8918       1.5447
     600       2.0755       1.6590
     601       1.9682       1.3801
     602       1.8626       1.2273
     603       1.8604       1.2983
     604       1.8865       1.1843
     605       1.8800       1.5255
     606       2.1102       1.4813
     607       1.8873       1.4880
     608       1.9638       1.2798
     609       1.8546       1.2217
     610       1.9522       1.0680
     611       1.9494       0.9030
     612       1.8715       0.9106
     613       1.9279       0.7989
     614       1.9499       0.8937
     615       1.9003       0.7941
     616       1.8148       1.0500
     617       1.7592       1.1108
     618       1.9008       1.0845
