#Frame          phi:2        psi:2
    2874     -67.7091     148.5203
    2875    -140.1654     145.3203
    2876     -54.9109     143.2032
    2877     -82.0067      -8.6595
    2878     -58.8636     136.7278
    2879     -41.1759     143.0051
    2880     -88.3800     109.9256
    2881     -58.6266     142.3351
    2882     -81.6654    -170.2405
    2883     -53.2650     132.9390
    2884    -153.1471      18.0040
    2885     -58.7127     -20.0883
    2886     -60.9637     135.2651
    2887     -80.2059      66.1654
    2888     -79.6166     -25.2554
    2889     -58.9225     141.8687
    2890     -85.7470    -152.9830
    2891     -90.1712      -1.0119
    2892     -54.5262     152.5311
    2893     -92.1047      65.1047
    2894     -60.6983     -49.8833
    2895     -40.0327     126.4654
    2896    -160.9118     150.4652
    2897     -51.2414     132.8012
    2898     -43.5028     140.2616
    2899     -58.3442     -44.9380
    2900     -73.7634     129.8629
    2901     -60.7211     128.9867
    2902     -79.3492     -44.0171
    2903    -163.6328     152.5315
    2904     -89.7815      50.1879
    2905     -62.5455     -30.5089
    2906     -71.8504     -35.9714
    2907     -53.9912     -21.6962
    2908     -70.5614     173.0306
    2909     -72.6509     117.2009
    2910     -46.9844     144.3991
    2911     -69.0929     123.6953
    2912     -66.6857      92.9973
    2913     -57.3959     143.0600
    2914     -83.6377      -7.2863
    2915     -82.8131     -27.7760
    2916     -80.4509     -33.1060
    2917     -59.0464     -42.6813
    2918     -82.6035      -9.0393
    2919     -55.0439     170.1693
    2920     -64.8122     148.2470
    2921     -61.3423     -40.7716
    2922    -124.1840       5.6350
    2923    -153.2518     160.9950
    2924    -146.2025      89.4242
    2925    -174.7774     176.7661
    2926     -61.8054     138.6737
    2927     -54.6211     136.0047
    2928     -56.5936     149.5042
    2929     -60.5637     -50.7171
    2930     -62.9765     -19.4163
    2931     -60.7594     130.8800
    2932     -65.2697     -47.8041
    2933    -154.8596     135.4228
    2934     -51.2328     -42.8224
    2935    -168.2177     143.7171
    2936     -76.4247      -6.1395
    2937     -84.4725      -3.4733
    2938     -48.5455     155.3613
    2939     -62.7277     137.1631
    2940     -68.5474     120.1333
    2941     -82.1845     122.2785
    2942     -60.1398     162.9709
    2943    -152.9182     163.3928
    2944     -42.7018     149.9954
    2945     -42.9225     148.2050
    2946     -70.5116     152.4374
    2947     -83.4079      -1.8883
    2948    -114.6870       3.2685
    2949    -151.4930     156.0562
    2950     -94.5717     -51.9573
    2951     -60.7668     132.0886
    2952    -166.1415     145.4637
    2953     -78.9219    -145.6952
    2954     -59.4200     131.8341
    2955     -56.5558     153.7401
    2956    -109.8373      25.1718
    2957     -62.4010     -61.8544
    2958     -86.1725     112.1787
    2959     -64.9629     137.3491
    2960     -72.9236    -139.8344
    2961    -109.6933     102.0793
    2962     -65.9113     -27.4558
    2963    -101.5801     128.4730
    2964     -81.0114      76.6322
    2965     -57.9410     145.8197
    2966    -170.6501     132.0930
    2967     -58.7475     148.4249
    2968     -51.4740     155.4970
    2969     -55.0960     150.4638
    2970    -129.3315      79.1506
    2971     -70.6900     133.6749
    2972     -74.2827     -18.2420
    2973     -64.3294     129.7501
    2974     -94.4995       3.5127
    2975     -56.7033     159.0192
    2976    -101.9717     -13.6779
    2977    -122.0269     153.1819
    2978     -47.0795     139.3362
    2979     -77.4942     -40.2609
    2980    -157.6099     168.0430
    2981     -84.3622      75.2830
    2982     -87.2938     115.7871
    2983    -164.6973     101.5245
    2984     -33.1828     130.9619
    2985      74.1229     -32.0485
    2986      64.8522      32.2413
    2987      65.0399     127.9731
    2988      47.2688      26.1617
    2989      60.1557      55.8937
    2990      71.4453    -151.7829
    2991      49.5902      59.9143
    2992     -78.7028     153.7425
    2993     -54.9266     157.3796
    2994     -86.5893      -3.6835
    2995     -54.7261     -40.6272
    2996    -160.4879     127.4836
    2997     -74.1263     148.3165
    2998     -58.9907     -24.7953
    2999     -63.6605     145.3818
    3000     -81.2663     164.8331
    3001     -50.8291     158.5800
    3002    -142.4145      54.4821
    3003     -50.7546     -45.2600
    3004     -68.4875      -8.8567
    3005     -61.3756     162.0964
    3006     -62.0000     127.7168
    3007     -98.4820      62.1258
    3008     -78.3421     152.3800
    3009    -120.7227     127.4487
    3010     -58.3384     101.1607
    3011     -47.3157     154.0874
    3012     -79.3717     -12.3728
    3013     -88.3256      65.0563
    3014    -163.3297     132.4733
    3015     -71.1434     145.8974
    3016    -150.9416     137.5976
    3017     -38.4816     111.3768
    3018     -56.8915     -18.5474
    3019     -68.0840     -22.8508
    3020     -49.2168     126.8062
    3021     -82.1599      64.4931
    3022     -69.7273     129.0429
    3023    -137.7286      41.9845
    3024     -68.8617     -13.5661
    3025    -102.1362      85.3937
    3026     -75.4457     -38.3039
    3027     -77.6730     143.5770
    3028     -52.4510     126.8296
    3029     -85.4408     112.5387
    3030     -88.2190      10.6222
    3031     -66.2158     148.4547
    3032     -60.8901     -63.6806
    3033    -118.6263     147.8571
    3034    -100.2134      49.1566
    3035     -64.0418     -33.1016
    3036     -99.6113      -7.1169
    3037     -72.7006     128.0737
    3038     -61.6249     154.4300
    3039     -50.1331     -43.7000
    3040    -107.6300      13.8704
    3041     -42.9446     143.4743
    3042     -67.7213     144.3447
    3043     -81.6517     -21.7475
    3044     -70.4481     -22.9842
    3045     -78.6119     170.1018
    3046     -54.8421     -55.7054
    3047     -67.5481     130.5331
    3048     -59.8308     -47.7570
    3049    -141.5506     156.6321
    3050    -145.4609     154.0876
    3051     -71.5553     177.0210
    3052    -163.8680     121.0950
    3053     -48.4250     123.7730
    3054     -52.0341     134.5260
    3055     -60.5900     153.6195
    3056     -87.6237     123.3558
    3057     -61.6172     147.7295
    3058     -55.3209     -41.9541
    3059    -137.1781     150.0801
    3060      91.7334      13.2724
    3061      62.2076      16.8633
    3062      66.5386      41.3304
    3063      82.6643      27.9855
    3064     -59.9139     139.3287
    3065     -57.9759     136.2375
    3066     -86.3671     141.8840
    3067     -45.7624     142.2931
    3068     -71.8865     -20.7762
    3069     -62.4253     -30.2116
    3070     -67.2291     138.8216
    3071     -85.7446     100.3851
    3072     -76.4292     146.7548
    3073    -118.8016     111.4492
    3074     -62.1975     146.0198
    3075     -56.1886     114.9047
    3076     -64.0050     -39.5985
    3077     -79.2157     -36.2333
    3078     -75.2001     -11.5787
    3079    -143.1364      24.2312
    3080     -44.4136     143.0376
    3081     -53.2880     145.9251
    3082     -58.5166     141.8426
    3083     -57.6410     142.0441
    3084     -69.7507     170.3634
    3085     -56.2945     123.5675
    3086     -67.3650     133.1110
    3087    -125.5030     -11.9514
    3088     -69.2871     -34.0899
    3089     -56.2153     130.6426
    3090     -60.2166     149.4562
    3091     -54.8055     131.4370
    3092     -87.2084      77.3395
    3093    -102.8599       5.6692
    3094     -89.1982      54.9803
    3095     -49.2278     -52.9592
    3096    -168.4281     128.8728
    3097     -73.1256     -11.9375
    3098     -67.9995     132.1630
    3099     -54.8472     113.3804
    3100     -50.3215     -30.0755
    3101     -68.4041     151.2966
    3102     -63.7521     -30.6280
    3103     -53.8192     148.0612
    3104     -65.3113     138.1529
    3105     -92.3166     110.0186
    3106     -92.5113      70.7328
    3107    -107.0031      13.9635
    3108     -74.0156     -12.9031
    3109     -69.1406     117.6755
    3110     -77.1210     -43.5828
    3111     -66.9707     146.1248
    3112     -46.9913     151.0622
    3113     -70.2001     152.8522
    3114     -60.7744     135.3759
    3115    -120.9249      57.0611
    3116     -77.3283     140.7879
    3117     -70.0240     175.1518
    3118     -78.2312    -118.6719
    3119     -76.4236     -15.8574
    3120     -80.2774     -12.9896
    3121    -156.3614     113.9046
    3122     -65.2499     172.1417
    3123    -109.1864     149.7873
    3124     -81.9680     156.5461
    3125    -161.5448      78.6867
    3126     -88.2284      -7.8122
    3127     -64.1517     -34.3748
    3128     -72.3374     118.1436
    3129     -83.0316     139.7695
    3130     -91.6198     128.7490
    3131     -62.9915     131.3550
    3132     -30.3629     126.1879
    3133     -88.1423     -50.2360
    3134     -85.8459      67.3236
    3135    -105.9523     -21.9486
    3136     -90.0679     -18.2839
    3137     -56.2695     134.4699
    3138    -144.5657     151.4246
    3139     -63.3398     -71.1516
    3140     -73.7708      -2.8116
    3141     -70.4886     -27.1373
    3142     -46.7637     138.5755
    3143     -56.2316     -27.7064
    3144     -84.5095     139.0500
    3145    -162.5662     150.3748
    3146     -74.3358     159.8287
    3147     -75.7770      10.7377
    3148    -133.4458      31.3819
    3149    -165.3085     153.5734
    3150     -68.0440     -33.0601
    3151    -167.1099     156.5942
    3152     -56.0723     131.8878
    3153    -161.6685     136.4062
    3154     -68.5874     -15.4140
    3155     -58.2179     -27.6457
    3156     -69.6959     151.5135
    3157     -95.3195      60.1233
    3158     -42.5906     145.9471
    3159    -163.7144     130.1553
    3160     -59.0197     144.4239
    3161     -67.9499     137.5907
    3162     -82.3463     143.3831
    3163     -56.3314     158.5907
    3164     170.4216     176.8465
    3165     -78.5065     -15.4102
    3166     -49.4400     -54.0264
    3167     -56.6352     141.5514
    3168     -73.3124     -25.2343
    3169    -144.6294     147.7262
    3170     -93.2186     -27.3546
    3171     -58.1215     140.1071
    3172     -48.5311     135.7567
    3173     -41.5302     -40.2700
    3174     -64.3554     162.8529
    3175    -100.2411     -11.5164
    3176    -161.5624     130.4062
    3177     -51.3218     -33.4988
    3178    -137.1823     128.5986
    3179    -163.3139     153.9547
    3180     -56.5987     136.5685
    3181    -134.7077      -7.0564
    3182     -48.2057     139.0291
    3183     -61.3446     157.2953
    3184     -54.9408     149.6259
    3185     -63.8477     165.1204
    3186     -55.1374     -27.1241
    3187     -73.8174     161.1553
    3188     -79.3963      83.3158
    3189     -91.9956      -4.0421
    3190     -61.9376     116.9896
    3191     -53.6409     142.5623
    3192     -72.3039     -31.7729
    3193     -68.6139     -23.4570
    3194     -82.5526     126.1410
    3195     -97.5167     105.2981
    3196    -147.4558     114.8506
    3197     -79.7423    -148.4552
    3198     -92.1773     126.8379
    3199     -83.3466      77.2039
    3200     -87.8717    -108.6855
    3201     -94.9983     104.8349
    3202     -74.6173      -1.1797
    3203     -56.1648     153.9613
    3204     -84.1294     147.7140
    3205     -72.4149     160.3825
    3206     -64.7213     -30.7330
    3207     -61.2293     -19.5682
    3208     -68.9730      -0.9153
    3209     -64.3613     115.4601
    3210    -100.2595      -1.2438
    3211     -66.6724     141.0636
    3212     -70.9638     143.3760
    3213     -98.3832     -17.7875
    3214     -67.9692     161.7876
    3215     -43.7986     140.5607
    3216     -43.0104     146.6272
    3217     -58.7907     138.5559
    3218     -73.2544     147.8376
    3219     -76.8823     -27.8694
    3220    -162.5987     178.2274
    3221     -80.1595      88.7227
    3222     -58.7698     121.7064
    3223    -130.0221     108.1115
    3224     -88.0032     -45.7565
    3225     -62.0471     136.3234
    3226    -102.2095       2.2465
    3227     -65.9362     151.8234
    3228     -55.2390     118.5818
    3229     -55.4111     140.5486
    3230     -78.6108     142.5965
    3231    -155.9589     102.8220
    3232     -54.6029     164.0466
    3233    -155.7461     163.7616
    3234     -61.6610     -27.9434
    3235    -162.7433     161.0564
    3236     -45.0952     159.8287
    3237    -107.8654     -10.7885
    3238    -136.1230     159.8958
    3239     -97.8381       0.7402
    3240     -62.4576     146.6612
    3241    -146.4548     146.9408
